year,price,km_traveled,tax,engineSize,km_per_liters,model,transmission,fuel_type
2016,24995,24967.30076,145,1.5,30.0151664,Silverado 3500 HD Double Cab,Manual,Other
1997,7390,123919.18,0,1.8,21.8524016,Camaro,Manual,Petrol
2015,23490,16936.69416,0,1.8,31.588199200000002,Malibu,Other,Other
2015,6390,22194.40794,150,1.5,27.8894464,Silverado 2500 HD Double Cab,Other,Petrol
2000,22690,11643.5749,30,1.8,29.334936000000003,Tahoe (New),Semi-Auto,Petrol
1998,10000,25528.96042,145,1.5,28.6121912,3500 Extended Cab,Manual,Other
2018,10195,14575.79238,145,1.0,29.334936000000003,Bolt EV,Manual,Hybrid
1996,7995,60652.80592,145,1.5,23.552977600000002,Express 2500 Passenger,Automatic,Other
1995,20495,24420.12516,145,1.8,31.588199200000002,Sportvan G20,Semi-Auto,Hybrid
1999,28495,96969.17236,135,1.8,29.292421600000004,Cavalier,Other,Hybrid
2011,13998,71311.46474,145,1.4,28.6121912,Volt,Automatic,Hybrid
2016,8995,11884.9759,0,1.2,29.292421600000004,Silverado 1500 Double Cab,Automatic,Petrol
2002,8690,67563.31188,145,1.5,24.658352,S10 Extended Cab,Automatic,Diesel
2011,7995,2368.94848,0,1.5,24.658352,Malibu,Other,Other
2013,14900,10520.25558,135,1.5,29.334936000000003,Silverado 1500 Crew Cab,Other,Hybrid
1998,2991,136074.52502,150,1.5,29.334936000000003,G-Series 2500,Other,Petrol
2017,18908,9565.91696,30,1.5,24.020636,Colorado Extended Cab,Manual,Other
2000,11875,11735.307279999999,145,1.3,20.0242824,3500 Extended Cab,Manual,Other
2007,10795,17808.956439999998,0,1.8,29.334936000000003,Express 2500 Cargo,Automatic,Petrol
2016,11950,18837.3247,145,1.5,26.6990432,SS,Manual,Petrol
2014,8750,21376.86322,145,1.3,29.334936000000003,Camaro,Manual,Petrol
2002,13000,52422.64116,0,1.0,20.3643976,Astro Cargo,Semi-Auto,Hybrid
2000,8622,24944.77,0,1.8,29.334936000000003,3500 Regular Cab,Semi-Auto,Other
1996,13191,23311.2899,30,1.6,24.530808800000003,Tahoe,Other,Hybrid
1998,9995,196790.0952,0,1.5,31.588199200000002,Blazer,Other,Hybrid
2006,5999,12810.3464,0,1.8,25.5511544,Malibu,Other,Other
1996,7498,49067.16726,145,1.8,20.3643976,Cavalier,Other,Hybrid
2019,9600,37962.72126,0,1.8,25.040981600000002,Silverado 2500 HD Regular Cab,Automatic,Other
1993,22995,31317.7564,30,1.3,29.292421600000004,Blazer,Other,Hybrid
1995,8756,34505.85894,0,1.2,29.292421600000004,Sportvan G20,Semi-Auto,Hybrid
2013,5790,26470.42432,145,1.8,15.390212800000002,Silverado 3500 HD Regular Cab,Other,Diesel
2007,7975,66995.21486,135,2.5,36.562384,Silverado (Classic) 3500 Crew Cab,Manual,Hybrid
2001,13298,58386.8552,20,1.0,24.4882944,Prizm,Automatic,Hybrid
1999,13990,6920.162,0,1.3,33.373804,Suburban 1500,Semi-Auto,Hybrid
1992,9192,40191.65716,0,1.6,29.334936000000003,G-Series G10,Other,Other
2008,15000,19281.50254,150,1.0,31.588199200000002,Suburban 1500,Semi-Auto,Hybrid
2019,10995,15019.97022,235,1.5,32.481001600000006,Corvette,Semi-Auto,Hybrid
2019,15000,11102.83666,150,2.2,29.292421600000004,Tahoe,Other,Hybrid
1998,25000,33413.117079999996,0,1.8,23.382920000000002,Monte Carlo,Semi-Auto,Hybrid
2020,23298,121427.92168,0,1.3,57.181868,Colorado Crew Cab,Semi-Auto,Hybrid
1995,5725,18275.66504,150,2.0,30.780425600000004,Impala,Manual,Diesel
2012,15400,64156.3391,135,1.5,36.562384,Silverado 3500 HD Regular Cab,Other,Diesel
2008,12000,48280.2,0,1.8,29.334936000000003,Colorado Crew Cab,Semi-Auto,Hybrid
2007,9495,10769.70328,140,1.0,33.161232,Cobalt,Automatic,Hybrid
1996,20608,14490.49736,135,1.5,31.588199200000002,Suburban 1500,Semi-Auto,Hybrid
2004,15450,5946.5113,135,1.8,33.373804,Silverado 2500 Extended Cab,Manual,Diesel
1998,9895,4568.91626,145,1.3,36.3923264,S10 Regular Cab,Manual,Other
1993,20149,30332.84032,30,1.5,14.114780800000002,Sportvan G20,Semi-Auto,Hybrid
1992,10298,24120.78792,30,1.0,20.3643976,Suburban 1500,Semi-Auto,Hybrid
1995,7995,16093.4,0,1.3,30.780425600000004,Corvette,Semi-Auto,Hybrid
2012,14400,51532.67614,0,1.2,24.020636,Colorado Regular Cab,Other,Other
2009,10150,84086.40566,145,2.0,18.493764000000002,Silverado 3500 HD Regular Cab,Other,Diesel
2013,12631,44660.79434,145,1.0,33.373804,Malibu,Other,Other
1993,7495,45533.05662,30,1.8,23.382920000000002,Camaro,Manual,Petrol
1995,7498,8.0467,0,1.0,24.020636,Corsica,Semi-Auto,Hybrid
2003,15250,29475.0621,145,1.3,29.334936000000003,S10 Extended Cab,Automatic,Diesel
2017,6498,48025.92428,140,1.0,23.382920000000002,Silverado 1500 Crew Cab,Other,Hybrid
1996,8134,13534.5494,135,1.0,29.334936000000003,3500 Extended Cab,Manual,Other
2002,23445,14181.50408,145,1.5,20.3643976,Silverado 2500 Regular Cab,Automatic,Petrol
2015,8982,25743.00264,0,1.0,31.588199200000002,Cruze,Automatic,Hybrid
2009,20990,48441.134,0,1.3,29.292421600000004,Aveo,Other,Diesel
2001,20495,12754.0195,0,1.0,40.0060504,Silverado 2500 Regular Cab,Automatic,Petrol
2009,18495,69969.27518,150,1.0,17.175817600000002,HHR,Automatic,Petrol
2010,8995,20921.42,145,1.0,33.373804,Express 2500 Cargo,Automatic,Petrol
2016,20991,20567.3652,30,1.3,23.552977600000002,Traverse,Other,Petrol
2005,20995,4916.5337,0,1.8,25.040981600000002,Astro Passenger,Manual,Other
2006,21000,116673.93132,0,1.0,22.2350312,Colorado Extended Cab,Manual,Other
2006,10998,42692.57152,0,1.2,24.530808800000003,Silverado 1500 Crew Cab,Other,Hybrid
1998,6499,81645.03688,0,1.5,13.9447232,Corvette,Semi-Auto,Hybrid
1994,9795,7682.98916,0,1.0,24.020636,S10 Blazer,Semi-Auto,Other
2008,14950,92213.57266,125,1.5,32.4384872,Express 2500 Passenger,Automatic,Other
2010,12295,26676.41984,150,1.8,17.175817600000002,Impala,Manual,Diesel
2016,16995,50258.07886,200,1.2,32.4384872,Silverado 2500 HD Crew Cab,Manual,Diesel
1998,4495,59629.26568,135,1.3,36.562384,Tahoe,Other,Hybrid
2002,8998,29289.988,145,1.0,16.665644800000003,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2000,9789,8587.43824,0,1.3,17.175817600000002,Tracker,Other,Diesel
2010,4730,51500.48934,0,1.3,24.658352,Express 3500 Passenger,Other,Diesel
2004,31200,4961.59522,145,1.0,20.3643976,Silverado 2500 Crew Cab,Semi-Auto,Hybrid
2011,8498,71931.06064,165,1.0,24.658352,Express 1500 Passenger,Manual,Diesel
2012,6995,14112.30246,145,1.5,29.334936000000003,Express 2500 Cargo,Automatic,Petrol
2006,21000,7900.25006,145,2.0,30.780425600000004,Silverado 2500 HD Extended Cab,Other,Diesel
2014,15291,71675.17558,145,1.0,30.780425600000004,Express 3500 Cargo,Manual,Other
2014,17498,104837.23562,145,1.0,29.334936000000003,Impala,Manual,Diesel
2019,18698,13684.21802,145,1.0,30.0151664,Express 2500 Passenger,Automatic,Other
2005,21499,53047.06508,135,1.3,30.780425600000004,Colorado Crew Cab,Semi-Auto,Hybrid
2017,12329,11104.446,0,1.0,20.3643976,Express 3500 Passenger,Other,Diesel
2009,11980,21376.86322,145,1.8,29.334936000000003,Cobalt,Automatic,Hybrid
2020,6490,26602.3902,135,1.5,31.588199200000002,Suburban,Other,Petrol
2007,11995,96560.4,0,1.8,24.530808800000003,HHR,Automatic,Petrol
2009,4500,12958.40568,30,1.5,33.373804,Malibu,Other,Other
2006,7998,65982.94,0,1.0,31.588199200000002,Colorado Extended Cab,Manual,Other
2016,20250,10681.18958,0,2.2,27.8894464,Corvette,Semi-Auto,Hybrid
2006,10795,20884.40518,20,1.0,32.481001600000006,Silverado 2500 HD Crew Cab,Manual,Diesel
2002,7995,26468.81498,0,1.5,33.373804,Silverado 2500 HD Regular Cab,Automatic,Other
1995,5900,45431.6682,0,1.8,24.658352,Suburban 2500,Automatic,Petrol
1997,21534,49223.27324,145,1.0,36.3923264,Malibu,Other,Other
2012,18995,10647.39344,0,1.5,24.020636,Malibu,Other,Other
2018,8801,5281.85388,0,2.0,24.658352,Sonic,Manual,Hybrid
2002,15570,80529.76426,30,1.5,22.532632,Venture Cargo,Automatic,Hybrid
1994,8495,14.48406,30,1.8,30.0151664,2500 Extended Cab,Other,Diesel
2019,16985,85362.61228,135,1.5,21.8524016,Traverse,Other,Petrol
1996,9495,20456.32074,145,1.0,25.040981600000002,Corvette,Semi-Auto,Hybrid
1992,5975,65781.7725,145,1.5,29.334936000000003,2500 Regular Cab,Automatic,Diesel
2013,47885,46435.89636,235,1.3,32.4384872,Cruze,Automatic,Hybrid
1994,10290,69991.80594,150,1.0,23.552977600000002,Astro Passenger,Manual,Other
2018,12950,42597.62046,145,1.8,24.4882944,Camaro,Manual,Petrol
2001,6990,50188.87724,150,1.8,28.6121912,Silverado 1500 HD Crew Cab,Semi-Auto,Other
2002,13700,27511.6673,30,1.8,24.020636,Camaro,Manual,Petrol
2014,10495,50340.1552,135,1.5,29.334936000000003,Express 1500 Passenger,Manual,Diesel
2017,7290,37988.4707,125,1.3,29.334936000000003,Colorado Crew Cab,Semi-Auto,Hybrid
1994,9580,1792.80476,150,2.0,25.5511544,1500 Regular Cab,Manual,Other
1994,6998,30817.251659999998,145,1.5,29.292421600000004,Blazer,Other,Hybrid
1995,32993,62307.20744,145,1.2,40.0060504,3500 HD Extended Cab,Other,Hybrid
2004,10395,28163.45,0,1.0,29.334936000000003,Impala,Manual,Diesel
2000,5458,38260.44916,0,1.8,26.1038416,Silverado 2500 Extended Cab,Manual,Diesel
2005,13500,30577.46,145,1.0,33.161232,Silverado 1500 HD Crew Cab,Semi-Auto,Other
1996,6995,32.1868,145,1.8,36.3923264,S10 Regular Cab,Manual,Other
1998,20250,20552.88114,30,1.3,29.334936000000003,Venture Passenger,Manual,Hybrid
2005,29875,13534.5494,135,1.3,24.020636,Astro Passenger,Manual,Other
2015,10998,28968.12,145,1.5,29.334936000000003,Colorado Extended Cab,Manual,Other
2006,7295,16898.07,30,1.3,36.562384,Suburban 1500,Semi-Auto,Hybrid
2015,9250,37589.35438,125,2.0,29.292421600000004,Silverado 3500 HD Double Cab,Manual,Other
1997,8495,24457.13998,20,1.5,27.2942448,Express 1500 Passenger,Manual,Diesel
1999,13595,11553.45186,30,2.2,31.588199200000002,Silverado 1500 Extended Cab,Manual,Petrol
2006,9250,38141.358,30,1.2,32.4384872,Express 3500 Cargo,Manual,Other
2001,7490,3765.8556,0,1.8,31.588199200000002,Monte Carlo,Semi-Auto,Hybrid
2008,20990,5128.96658,0,2.0,24.020636,Colorado Crew Cab,Semi-Auto,Hybrid
2009,11999,34890.4912,135,1.0,30.0151664,Aveo,Other,Diesel
1994,9290,21104.88476,0,2.5,24.020636,Lumina Passenger,Other,Petrol
1993,20995,24.1401,145,1.5,29.334936000000003,2500 Extended Cab,Other,Diesel
2012,12890,16999.45842,135,1.0,16.665644800000003,Tahoe,Other,Hybrid
2017,12990,13116.121,0,1.5,24.020636,Equinox,Manual,Diesel
2017,7995,4828.0199999999995,30,1.3,40.0060504,Silverado 2500 HD Regular Cab,Automatic,Other
1995,5777,21534.57854,0,1.8,20.0242824,Beretta,Semi-Auto,Other
2017,10995,45533.05662,240,1.0,31.588199200000002,Express 3500 Cargo,Manual,Other
2007,12472,11432.75136,30,1.8,40.0060504,Aveo,Other,Diesel
1993,12990,67616.4201,145,1.0,23.382920000000002,3500 Extended Cab,Manual,Other
2013,19995,40.2335,135,1.2,15.602784800000002,Spark,Manual,Petrol
2007,8465,23335.43,0,1.5,31.588199200000002,Silverado 1500 Extended Cab,Manual,Petrol
2000,13875,67955.99084,145,1.2,25.040981600000002,Express 3500 Cargo,Manual,Other
2011,10195,44161.89894,135,1.5,31.588199200000002,HHR,Automatic,Petrol
2016,7498,33086.42106,150,1.0,22.2350312,Cruze Limited,Semi-Auto,Diesel
2016,18599,13075.8875,0,1.5,20.3643976,Spark,Manual,Petrol
2017,7295,34890.4912,140,1.0,29.334936000000003,City Express,Automatic,Hybrid
1992,7880,8157.74446,0,2.0,20.704512800000003,G-Series G20,Manual,Other
2004,11350,53475.14952,145,1.2,20.0242824,Suburban 1500,Semi-Auto,Hybrid
2020,9498,17823.4405,0,1.8,33.373804,Camaro,Manual,Petrol
2008,12295,1834.6476,0,1.5,24.658352,Colorado Regular Cab,Other,Other
2012,9225,44818.50966,145,1.0,24.020636,Suburban 1500,Semi-Auto,Hybrid
2009,9195,7242.03,150,1.0,17.643476,Aveo,Other,Diesel
2015,19500,4828.0199999999995,0,1.3,24.020636,Silverado 3500 HD Double Cab,Manual,Other
2000,22975,9656.039999999999,0,1.8,33.373804,Express 1500 Cargo,Semi-Auto,Other
2004,7352,48481.3675,145,1.3,29.334936000000003,Cavalier,Other,Hybrid
2016,6795,429.69378,0,1.0,24.658352,Traverse,Other,Petrol
1992,8579,53108.22,145,1.2,32.4384872,3500 Extended Cab,Manual,Other
2017,12495,12342.02846,145,1.5,24.020636,Tahoe,Other,Hybrid
2007,13995,39108.57134,145,1.8,29.334936000000003,Express 3500 Passenger,Other,Diesel
2020,6990,27022.42794,145,1.5,28.484648,Suburban,Other,Petrol
1998,11599,50097.14486,135,1.6,29.334936000000003,3500 Regular Cab,Semi-Auto,Other
2013,13465,22440.63696,0,1.6,28.6121912,Captiva Sport,Manual,Other
2010,8000,43096.51586,145,1.8,29.334936000000003,Silverado 2500 HD Regular Cab,Automatic,Other
2001,7990,37132.30182,0,1.8,31.588199200000002,Silverado 2500 Extended Cab,Manual,Diesel
2003,15793,19434.38984,145,2.0,25.040981600000002,Silverado 2500 HD Regular Cab,Automatic,Other
2014,15991,5874.091,145,1.8,12.796834400000002,Impala Limited,Semi-Auto,Hybrid
2014,10730,56521.63014,0,1.0,17.175817600000002,SS,Manual,Petrol
1992,20995,88352.766,20,1.5,29.334936000000003,Sportvan G10,Semi-Auto,Other
2001,5000,28379.10156,145,1.0,30.780425600000004,Silverado 2500 HD Regular Cab,Automatic,Other
2010,10998,4961.59522,145,1.5,29.334936000000003,Express 2500 Passenger,Automatic,Other
2009,10000,66293.54262,145,1.8,36.3923264,Express 3500 Cargo,Manual,Other
2004,12490,2906.46804,145,1.0,32.4384872,Silverado 2500 HD Crew Cab,Manual,Diesel
1996,7195,1799.2421199999999,20,1.0,32.4384872,Camaro,Manual,Petrol
1995,12498,11432.75136,145,1.2,27.8894464,1500 Extended Cab,Manual,Other
2004,17498,37018.03868,145,1.8,36.3923264,Avalanche 1500,Other,Other
1992,8495,98169.74,145,1.0,14.114780800000002,G-Series G20,Manual,Other
2003,9657,16579.42068,135,1.5,24.658352,Silverado 3500 Crew Cab,Semi-Auto,Other
1992,9298,5561.87904,145,1.0,24.020636,Suburban 1500,Semi-Auto,Hybrid
2014,12500,46418.19362,30,2.5,27.931960800000002,SS,Manual,Petrol
2015,22000,9697.88284,0,1.5,30.780425600000004,Sonic,Manual,Hybrid
2006,13899,48280.2,0,1.5,25.040981600000002,Express 2500 Cargo,Automatic,Petrol
1993,24695,13903.08826,0,1.8,17.175817600000002,Suburban 2500,Automatic,Petrol
2005,12995,31227.63336,145,1.3,27.931960800000002,Silverado 3500 Regular Cab,Manual,Hybrid
1995,22490,59294.52296,20,1.2,29.334936000000003,Astro Cargo,Semi-Auto,Hybrid
2002,8998,35091.6587,145,1.0,40.0060504,Suburban 2500,Automatic,Petrol
2001,2195,82644.43702,0,3.0,1.1904032,Venture Passenger,Manual,Hybrid
1998,11595,7731.26936,30,1.0,24.658352,3500 Regular Cab,Semi-Auto,Other
2017,19862,20741.17392,145,1.0,31.588199200000002,Silverado 1500 Crew Cab,Other,Hybrid
1993,13000,36020.24788,140,3.0,28.6121912,1500 Regular Cab,Manual,Other
2011,17995,19506.81014,0,1.5,20.3643976,Express 1500 Cargo,Semi-Auto,Other
2007,9490,69150.12112,135,1.5,25.040981600000002,Uplander Cargo,Semi-Auto,Other
2007,18798,19027.22682,145,1.5,30.780425600000004,Express 1500 Passenger,Manual,Diesel
1994,11890,26042.33988,145,1.5,24.658352,S10 Extended Cab,Automatic,Diesel
2018,15798,45843.65924,0,1.8,29.292421600000004,Malibu,Other,Other
2017,5990,40233.5,150,1.5,29.334936000000003,Impala,Manual,Diesel
2017,11980,3471.34638,135,1.0,29.292421600000004,Corvette,Semi-Auto,Hybrid
2010,12495,14403.593,145,1.0,24.658352,Express 2500 Passenger,Automatic,Other
2018,36450,260.71308,150,1.0,33.373804,Malibu,Other,Other
1998,14999,32165.87858,145,1.2,24.530808800000003,1500 Regular Cab,Manual,Other
1995,9995,41842.84,20,1.5,20.3643976,Suburban 1500,Semi-Auto,Hybrid
2011,10750,32534.41744,150,1.8,15.390212800000002,Colorado Regular Cab,Other,Other
2016,7995,26930.69556,0,1.5,29.334936000000003,Sonic,Manual,Hybrid
1997,8980,85117.9926,145,1.5,30.780425600000004,Suburban 2500,Automatic,Petrol
1998,7750,34264.45794,140,1.0,99.90884000000001,2500 Regular Cab,Automatic,Diesel
2017,5975,37280.3611,145,1.8,24.020636,Equinox,Manual,Diesel
2000,6595,116033.414,150,2.0,33.373804,S10 Extended Cab,Automatic,Diesel
1994,10195,33857.29492,205,1.8,23.382920000000002,Suburban 2500,Automatic,Petrol
2014,23000,13645.593859999999,30,1.0,17.643476,Express 1500 Passenger,Manual,Diesel
2005,11995,56008.25068,145,2.0,20.3643976,Silverado 1500 Extended Cab,Manual,Petrol
1998,4995,65982.94,30,1.6,24.020636,G-Series 2500,Other,Petrol
2016,11395,102962.35452,260,1.5,20.704512800000003,Equinox,Manual,Diesel
1993,20795,24074.11706,0,2.5,36.562384,Blazer,Other,Hybrid
1998,15595,95308.33348,125,1.8,26.1038416,G-Series 1500,Manual,Diesel
2014,9998,30577.46,145,1.3,36.562384,Cruze,Automatic,Hybrid
2018,9664,53628.03682,145,1.5,17.643476,Camaro,Manual,Petrol
1993,8888,75001.68136,145,1.5,29.292421600000004,Blazer,Other,Hybrid
2011,4499,40313.967,150,2.0,25.5511544,Express 2500 Cargo,Automatic,Petrol
1998,8995,57970.03614,30,1.0,29.292421600000004,3500 Extended Cab,Manual,Other
2010,2495,33644.86204,145,1.0,23.552977600000002,Suburban 2500,Automatic,Petrol
1996,12401,19020.78946,140,1.5,20.3643976,Caprice Classic,Manual,Other
2013,11995,1388.86042,145,1.5,24.020636,Silverado 2500 HD Regular Cab,Automatic,Other
2011,23298,70201.02014,20,1.5,24.4882944,Cruze,Automatic,Hybrid
1993,10515,28947.19858,145,1.5,24.020636,G-Series G20,Manual,Other
1994,12395,11432.75136,205,1.0,29.292421600000004,Lumina Passenger,Other,Petrol
2012,12711,55744.31892,30,1.5,24.4882944,Express 2500 Passenger,Automatic,Other
2006,12950,32830.536,145,1.8,23.0853192,Silverado 2500 HD Crew Cab,Manual,Diesel
2008,8495,50381.99804,145,2.5,31.588199200000002,Cobalt,Automatic,Hybrid
2009,11980,37924.0971,0,1.2,25.040981600000002,Silverado 3500 HD Extended Cab,Automatic,Other
2011,6599,21083.96334,145,1.5,24.020636,Silverado 2500 HD Crew Cab,Manual,Diesel
1999,21844,3218.68,30,1.0,29.334936000000003,Astro Passenger,Manual,Other
2015,5900,32944.79914,150,1.0,28.484648,Tahoe,Other,Hybrid
2009,8998,21080.74466,260,1.8,30.780425600000004,HHR,Automatic,Petrol
2013,9999,21058.2139,0,1.8,32.4384872,Captiva Sport,Manual,Other
2014,9000,14627.29126,135,2.2,24.658352,Equinox,Manual,Diesel
2007,15911,57715.76042,140,1.5,25.040981600000002,Silverado 2500 HD Extended Cab,Other,Diesel
2010,12100,76199.03032,125,1.0,36.562384,Express 1500 Cargo,Semi-Auto,Other
1992,9795,37668.21204,0,1.5,26.6990432,Corsica,Semi-Auto,Hybrid
1997,18495,12391.918,145,1.0,29.334936000000003,S10 Extended Cab,Automatic,Diesel
2006,6995,11857.61712,0,1.0,24.658352,Tahoe,Other,Hybrid
2015,9509,39441.70472,145,1.4,25.040981600000002,Silverado 1500 Crew Cab,Other,Hybrid
1996,9995,57146.05406,145,1.5,26.1038416,2500 Extended Cab,Other,Diesel
2011,8999,9680.1801,150,1.8,25.5511544,Silverado 3500 HD Regular Cab,Other,Diesel
1995,13000,88513.7,135,1.3,23.552977600000002,3500 HD Regular Cab,Manual,Other
2020,12950,4847.33208,145,1.5,26.1038416,Equinox,Manual,Diesel
2005,24495,109756.988,30,1.8,15.0075832,Express 3500 Cargo,Manual,Other
2013,17500,19078.7257,0,1.0,20.3643976,Corvette,Semi-Auto,Hybrid
2004,7800,30337.66834,165,1.8,24.658352,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2014,9995,45061.52,0,1.0,27.931960800000002,Express 1500 Passenger,Manual,Diesel
2002,6495,44327.66096,135,1.0,32.4384872,Silverado 2500 HD Extended Cab,Other,Diesel
2020,12999,5632.69,160,2.0,24.530808800000003,Silverado 2500 HD Crew Cab,Manual,Diesel
2010,10498,47539.9036,0,1.2,25.040981600000002,Tahoe,Other,Hybrid
2019,5750,14419.6864,145,2.0,32.4384872,Blazer,Other,Hybrid
2018,15800,53753.56534,150,1.0,99.90884000000001,Silverado 2500 HD Double Cab,Other,Petrol
2014,10275,10763.26592,20,1.8,29.334936000000003,Express 2500 Cargo,Automatic,Petrol
2007,20690,38345.74418,150,1.3,15.390212800000002,Silverado (Classic) 3500 Regular Cab,Automatic,Petrol
1998,11991,21380.0819,0,2.8,36.562384,2500 Extended Cab,Other,Diesel
2004,25488,28140.91924,145,1.0,99.90884000000001,S10 Crew Cab,Semi-Auto,Diesel
2012,6190,98906.81772,145,1.0,32.4384872,Express 3500 Passenger,Other,Diesel
2003,11995,29129.054,125,1.0,28.484648,S10 Regular Cab,Manual,Other
2003,12990,12295.3576,135,1.6,24.020636,Express 3500 Cargo,Manual,Other
2002,12200,85882.4291,145,1.6,25.040981600000002,Avalanche 1500,Other,Other
2002,9995,14538.77756,145,1.5,25.040981600000002,S10 Extended Cab,Automatic,Diesel
2006,8495,15732.90784,145,1.0,33.161232,Express 2500 Passenger,Automatic,Other
2001,10195,19312.079999999998,145,1.0,20.0242824,Express 2500 Passenger,Automatic,Other
2004,11645,27046.56804,150,1.0,32.4384872,Suburban 1500,Semi-Auto,Hybrid
2005,8498,121427.92168,145,1.5,28.484648,Uplander Passenger,Manual,Other
1995,5795,75619.66791999999,0,1.6,23.552977600000002,G-Series G10,Other,Other
2001,5990,50576.72818,260,1.0,24.020636,Malibu,Other,Other
1999,6399,40233.5,135,1.5,20.3643976,Prizm,Automatic,Hybrid
2012,10993,10652.22146,30,1.5,25.5511544,Malibu,Other,Other
1997,7888,18008.5146,145,1.0,29.334936000000003,Suburban 1500,Semi-Auto,Hybrid
1998,8190,35341.1064,0,2.8,33.373804,Express 1500 Passenger,Manual,Diesel
2012,6498,29663.35488,145,1.0,29.292421600000004,Tahoe,Other,Hybrid
1997,9995,35061.08124,0,1.0,22.532632,G-Series 3500,Semi-Auto,Hybrid
1995,15490,79047.56212,145,1.0,24.4882944,3500 Crew Cab,Semi-Auto,Petrol
2016,23495,16898.07,135,1.5,20.3643976,Camaro,Manual,Petrol
2000,6290,12414.44876,260,2.0,29.292421600000004,Express 2500 Cargo,Automatic,Petrol
1996,6995,16.0934,0,2.4,29.292421600000004,Suburban 1500,Semi-Auto,Hybrid
1992,8395,4338.78064,135,1.3,20.3643976,Lumina,Automatic,Petrol
1997,13499,108535.49894,140,1.5,33.161232,1500 Extended Cab,Manual,Other
1995,9990,12874.72,135,1.0,24.658352,G-Series G10,Other,Other
2006,8495,11884.9759,145,1.5,24.020636,Aveo,Other,Diesel
2002,5770,20921.42,135,2.4,31.588199200000002,Monte Carlo,Semi-Auto,Hybrid
2007,9290,3138.213,0,1.3,24.4882944,Suburban 1500,Semi-Auto,Hybrid
2018,9795,12591.47616,135,1.3,23.382920000000002,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
2000,11895,64315.66376,20,1.8,20.0242824,Express 3500 Passenger,Other,Diesel
1998,4199,55163.34718,145,2.0,18.1961632,3500 Regular Cab,Semi-Auto,Other
1997,8500,23369.22614,145,2.8,23.552977600000002,Astro Passenger,Manual,Other
